Time,RAW,DEGREE,ANGULAR_MOMENTUM,,,,,,,,,,,,,,,,,
0.354,0.5344,204.228973,9.63,,,,,,,,,,,,,,,,,
0.356,0.55944,213.798401,9.57,,,,,,,,,,,,,,,,,
0.358,0.5856,223.795837,10.00,,,,,,,,,,,,,,,,,
0.36,0.6108,233.426392,9.63,,,,,,,,,,,,,,,,,
0.362,0.63696,243.423828,10.00,,,,,,,,,,,,,,,,,
0.364,0.66304,253.390671,9.97,,,,,,,,,,,,,,,,,
0.366,0.68872,263.204681,9.81,,,,,,,,,,,,,,,,,
0.368,0.7148,273.171539,9.97,,,,,,,,,,,,,,,,,
0.37,0.74048,282.985535,9.81,,,,,,,,,,,,,,,,,
0.372,0.76576,292.646667,9.66,,,,,,,,,,,,,,,,,
0.374,0.79088,302.246674,9.60,,,,,,,,,,,,,,,,,
0.376,0.81936,313.130707,10.88,,,,,,,,,,,,,,,,,
0.378,0.844,322.547241,9.42,,,,,,,,,,,,,,,,,
0.38,0.86944,332.269531,9.72,,,,,,,,,,,,,,,,,
0.382,0.8948,341.961243,9.69,,,,,,,,,,,,,,,,,
0.384,0.92024,351.683502,9.72,,,,,,,,,,,,,,,,,
0.386,0.94528,361.25293,9.57,,,,,,,,,,,,,,,,,
0.388,0.57544,219.913025,,,,,,,,,,,,,,,,,,
0.39,0.05584,21.340094,,,,,,,,,,,,,,,,,,
0.392,0.08192,31.306955,9.97,,,,,,,,,,,,,,,,,
0.394,0.10824,41.36554,10.06,,,,,,,,,,,,,,,,,
0.396,0.13384,51.14896,9.78,,,,,,,,,,,,,,,,,
0.398,0.16,61.1464,10.00,,,,,,,,,,,,,,,,,
0.4,0.18584,71.021545,9.88,,,,,,,,,,,,,,,,,
0.402,0.21248,81.202415,10.18,,,,,,,,,,,,,,,,,
0.404,0.2384,91.108131,9.91,,,,,,,,,,,,,,,,,
0.406,0.26416,100.952705,9.84,,,,,,,,,,,,,,,,,
0.408,0.28984,110.766708,9.81,,,,,,,,,,,,,,,,,
0.41,0.31568,120.641846,9.88,,,,,,,,,,,,,,,,,
0.412,0.34136,130.455841,9.81,,,,,,,,,,,,,,,,,
0.414,0.3672,140.330978,9.88,,,,,,,,,,,,,,,,,
0.416,0.39272,150.083847,9.75,,,,,,,,,,,,,,,,,
0.418,0.41856,159.958984,9.88,,,,,,,,,,,,,,,,,
0.42,0.44408,169.711838,9.75,,,,,,,,,,,,,,,,,
0.422,0.47048,179.800995,10.09,,,,,,,,,,,,,,,,,
0.424,0.49656,189.767853,9.97,,,,,,,,,,,,,,,,,
0.426,0.522,199.490143,9.72,,,,,,,,,,,,,,,,,
0.428,0.54784,209.36528,9.88,,,,,,,,,,,,,,,,,
0.43,0.5736,219.209839,9.84,,,,,,,,,,,,,,,,,
0.432,0.59976,229.207275,10.00,,,,,,,,,,,,,,,,,
0.434,0.6284,240.152496,10.95,,,,,,,,,,,,,,,,,
0.436,0.65512,250.363937,10.21,,,,,,,,,,,,,,,,,
0.438,0.68128,260.361389,10.00,,,,,,,,,,,,,,,,,
0.44,0.70704,270.205933,9.84,,,,,,,,,,,,,,,,,
0.442,0.73304,280.142212,9.94,,,,,,,,,,,,,,,,,
0.444,0.75904,290.078522,9.94,,,,,,,,,,,,,,,,,
0.446,0.78512,300.04538,9.97,,,,,,,,,,,,,,,,,
0.448,0.8104,309.706512,9.66,,,,,,,,,,,,,,,,,
0.45,0.83592,319.459351,9.75,,,,,,,,,,,,,,,,,
0.452,0.86128,329.151093,9.69,,,,,,,,,,,,,,,,,
0.454,0.88712,339.026215,9.88,,,,,,,,,,,,,,,,,
0.456,0.91312,348.962494,9.94,,,,,,,,,,,,,,,,,
0.458,0.93864,358.715363,9.75,,,,,,,,,,,,,,,,,
0.46,0.90448,345.660583,,,,,,,,,,,,,,,,,,
0.462,0.0492,18.802517,,,,,,,,,,,,,,,,,,
0.464,0.07496,28.647089,9.84,,,,,,,,,,,,,,,,,
0.466,0.10088,38.552803,9.91,,,,,,,,,,,,,,,,,
0.468,0.12688,48.489098,9.94,,,,,,,,,,,,,,,,,
0.47,0.15232,58.211372,9.72,,,,,,,,,,,,,,,,,
0.472,0.17792,67.994797,9.78,,,,,,,,,,,,,,,,,
0.474,0.20448,78.145103,10.15,,,,,,,,,,,,,,,,,
0.476,0.2304,88.050812,9.91,,,,,,,,,,,,,,,,,
0.478,0.25616,97.895386,9.84,,,,,,,,,,,,,,,,,
0.48,0.28184,107.709381,9.81,,,,,,,,,,,,,,,,,
0.482,0.30736,117.462234,9.75,,,,,,,,,,,,,,,,,
0.484,0.33304,127.27623,9.81,,,,,,,,,,,,,,,,,
0.486,0.35832,136.937363,9.66,,,,,,,,,,,,,,,,,
0.488,0.3844,146.904236,9.97,,,,,,,,,,,,,,,,,
0.49,0.4092,156.381927,9.48,,,,,,,,,,,,,,,,,
0.492,0.43664,166.86853,10.49,,,,,,,,,,,,,,,,,
0.494,0.46216,176.621368,9.75,,,,,,,,,,,,,,,,,
0.496,0.48776,186.4048,9.78,,,,,,,,,,,,,,,,,
0.498,0.5136,196.279938,9.88,,,,,,,,,,,,,,,,,
0.5,0.53944,206.155075,9.88,,,,,,,,,,,,,,,,,
0.502,0.56424,215.632767,9.48,,,,,,,,,,,,,,,,,
0.504,0.59056,225.691376,10.06,,,,,,,,,,,,,,,,,
